// Made in NPC Maker by BowieD
GUID 369b52dc42ad47998dab644efc96fd5f
Buying_191_Condition_1_ID 24203
Buying_191_Condition_1_Status Completed
Buying_191_Condition_1_Logic Equal
Buying_191_Condition_1_Ignore_NPC True

Buying_192_ID 43116
Buying_192_Cost 300
Buying_192_Conditions 2
Buying_192_Condition_0_Type Flag_Short
Buying_192_Condition_0_ID 24202
Buying_192_Condition_0_Value 50
Buying_192_Condition_0_Allow_Unset 
Buying_192_Condition_0_Logic Less_Than

Buying_192_Condition_1_Type Quest
Buying_192_Condition_1_ID 24203
Buying_192_Condition_1_Status Completed
Buying_192_Condition_1_Logic Equal
Buying_192_Condition_1_Ignore_NPC True

Buying_192_Rewards 1
Buying_192_Reward_0_Type Flag_Short
Buying_192_Reward_0_ID 24202
Buying_192_Reward_0_Value 1
Buying_192_Reward_0_Modification Increment

Buying_193_ID 43116
Buying_193_Cost 301
Buying_193_Conditions 3
Buying_193_Condition_0_Type Flag_Short
Buying_193_Condition_0_ID 24202
Buying_193_Condition_0_Value 100
Buying_193_Condition_0_Allow_Unset 
Buying_193_Condition_0_Logic Less_Than

Buying_193_Condition_1_Type Flag_Short
Buying_193_Condition_1_ID 24202
Buying_193_Condition_1_Value 50
Buying_193_Condition_1_Allow_Unset 
Buying_193_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_193_Condition_2_Type Quest
Buying_193_Condition_2_ID 24203
Buying_193_Condition_2_Status Completed
Buying_193_Condition_2_Logic Equal
Buying_193_Condition_2_Ignore_NPC True

Buying_193_Rewards 1
Buying_193_Reward_0_Type Flag_Short
Buying_193_Reward_0_ID 24202
Buying_193_Reward_0_Value 1
Buying_193_Reward_0_Modification Increment

Buying_194_ID 43116
Buying_194_Cost 302
Buying_194_Conditions 3
Buying_194_Condition_0_Type Flag_Short
Buying_194_Condition_0_ID 24202
Buying_194_Condition_0_Value 150
Buying_194_Condition_0_Allow_Unset 
Buying_194_Condition_0_Logic Less_Than

Buying_194_Condition_1_Type Flag_Short
Buying_194_Condition_1_ID 24202
Buying_194_Condition_1_Value 100
Buying_194_Condition_1_Allow_Unset 
Buying_194_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_194_Condition_2_Type Quest
Buying_194_Condition_2_ID 24203
Buying_194_Condition_2_Status Completed
Buying_194_Condition_2_Logic Equal
Buying_194_Condition_2_Ignore_NPC True

Buying_194_Rewards 1
Buying_194_Reward_0_Type Flag_Short
Buying_194_Reward_0_ID 24202
Buying_194_Reward_0_Value 1
Buying_194_Reward_0_Modification Increment

Buying_195_ID 43116
Buying_195_Cost 303
Buying_195_Conditions 3
Buying_195_Condition_0_Type Flag_Short
Buying_195_Condition_0_ID 24202
Buying_195_Condition_0_Value 200
Buying_195_Condition_0_Allow_Unset 
Buying_195_Condition_0_Logic Less_Than

Buying_195_Condition_1_Type Flag_Short
Buying_195_Condition_1_ID 24202
Buying_195_Condition_1_Value 150
Buying_195_Condition_1_Allow_Unset 
Buying_195_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_195_Condition_2_Type Quest
Buying_195_Condition_2_ID 24203
Buying_195_Condition_2_Status Completed
Buying_195_Condition_2_Logic Equal
Buying_195_Condition_2_Ignore_NPC True

Buying_195_Rewards 1
Buying_195_Reward_0_Type Flag_Short
Buying_195_Reward_0_ID 24202
Buying_195_Reward_0_Value 1
Buying_195_Reward_0_Modification Increment

Buying_196_ID 43116
Buying_196_Cost 304
Buying_196_Conditions 3
Buying_196_Condition_0_Type Flag_Short
Buying_196_Condition_0_ID 24202
Buying_196_Condition_0_Value 250
Buying_196_Condition_0_Allow_Unset 
Buying_196_Condition_0_Logic Less_Than

Buying_196_Condition_1_Type Flag_Short
Buying_196_Condition_1_ID 24202
Buying_196_Condition_1_Value 200
Buying_196_Condition_1_Allow_Unset 
Buying_196_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_196_Condition_2_Type Quest
Buying_196_Condition_2_ID 24203
Buying_196_Condition_2_Status Completed
Buying_196_Condition_2_Logic Equal
Buying_196_Condition_2_Ignore_NPC True

Buying_196_Rewards 1
Buying_196_Reward_0_Type Flag_Short
Buying_196_Reward_0_ID 24202
Buying_196_Reward_0_Value 1
Buying_196_Reward_0_Modification Increment

Buying_197_ID 43116
Buying_197_Cost 305
Buying_197_Conditions 3
Buying_197_Condition_0_Type Flag_Short
Buying_197_Condition_0_ID 24202
Buying_197_Condition_0_Value 300
Buying_197_Condition_0_Allow_Unset 
Buying_197_Condition_0_Logic Less_Than

Buying_197_Condition_1_Type Flag_Short
Buying_197_Condition_1_ID 24202
Buying_197_Condition_1_Value 250
Buying_197_Condition_1_Allow_Unset 
Buying_197_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_197_Condition_2_Type Quest
Buying_197_Condition_2_ID 24203
Buying_197_Condition_2_Status Completed
Buying_197_Condition_2_Logic Equal
Buying_197_Condition_2_Ignore_NPC True

Buying_197_Rewards 1
Buying_197_Reward_0_Type Flag_Short
Buying_197_Reward_0_ID 24202
Buying_197_Reward_0_Value 1
Buying_197_Reward_0_Modification Increment

Buying_198_ID 43116
Buying_198_Cost 306
Buying_198_Conditions 3
Buying_198_Condition_0_Type Flag_Short
Buying_198_Condition_0_ID 24202
Buying_198_Condition_0_Value 350
Buying_198_Condition_0_Allow_Unset 
Buying_198_Condition_0_Logic Less_Than

Buying_198_Condition_1_Type Flag_Short
Buying_198_Condition_1_ID 24202
Buying_198_Condition_1_Value 300
Buying_198_Condition_1_Allow_Unset 
Buying_198_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_198_Condition_2_Type Quest
Buying_198_Condition_2_ID 24203
Buying_198_Condition_2_Status Completed
Buying_198_Condition_2_Logic Equal
Buying_198_Condition_2_Ignore_NPC True

Buying_198_Rewards 1
Buying_198_Reward_0_Type Flag_Short
Buying_198_Reward_0_ID 24202
Buying_198_Reward_0_Value 1
Buying_198_Reward_0_Modification Increment

Buying_199_ID 43116
Buying_199_Cost 307
Buying_199_Conditions 3
Buying_199_Condition_0_Type Flag_Short
Buying_199_Condition_0_ID 24202
Buying_199_Condition_0_Value 400
Buying_199_Condition_0_Allow_Unset 
Buying_199_Condition_0_Logic Less_Than

Buying_199_Condition_1_Type Flag_Short
Buying_199_Condition_1_ID 24202
Buying_199_Condition_1_Value 350
Buying_199_Condition_1_Allow_Unset 
Buying_199_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_199_Condition_2_Type Quest
Buying_199_Condition_2_ID 24203
Buying_199_Condition_2_Status Completed
Buying_199_Condition_2_Logic Equal
Buying_199_Condition_2_Ignore_NPC True

Buying_199_Rewards 1
Buying_199_Reward_0_Type Flag_Short
Buying_199_Reward_0_ID 24202
Buying_199_Reward_0_Value 1
Buying_199_Reward_0_Modification Increment

Buying_200_ID 43116
Buying_200_Cost 308
Buying_200_Conditions 3
Buying_200_Condition_0_Type Flag_Short
Buying_200_Condition_0_ID 24202
Buying_200_Condition_0_Value 450
Buying_200_Condition_0_Allow_Unset 
Buying_200_Condition_0_Logic Less_Than

Buying_200_Condition_1_Type Flag_Short
Buying_200_Condition_1_ID 24202
Buying_200_Condition_1_Value 400
Buying_200_Condition_1_Allow_Unset 
Buying_200_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_200_Condition_2_Type Quest
Buying_200_Condition_2_ID 24203
Buying_200_Condition_2_Status Completed
Buying_200_Condition_2_Logic Equal
Buying_200_Condition_2_Ignore_NPC True

Buying_200_Rewards 1
Buying_200_Reward_0_Type Flag_Short
Buying_200_Reward_0_ID 24202
Buying_200_Reward_0_Value 1
Buying_200_Reward_0_Modification Increment

Buying_201_ID 43116
Buying_201_Cost 309
Buying_201_Conditions 3
Buying_201_Condition_0_Type Flag_Short
Buying_201_Condition_0_ID 24202
Buying_201_Condition_0_Value 500
Buying_201_Condition_0_Allow_Unset 
Buying_201_Condition_0_Logic Less_Than

Buying_201_Condition_1_Type Flag_Short
Buying_201_Condition_1_ID 24202
Buying_201_Condition_1_Value 450
Buying_201_Condition_1_Allow_Unset 
Buying_201_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_201_Condition_2_Type Quest
Buying_201_Condition_2_ID 24203
Buying_201_Condition_2_Status Completed
Buying_201_Condition_2_Logic Equal
Buying_201_Condition_2_Ignore_NPC True

Buying_201_Rewards 1
Buying_201_Reward_0_Type Flag_Short
Buying_201_Reward_0_ID 24202
Buying_201_Reward_0_Value 1
Buying_201_Reward_0_Modification Increment

Buying_202_ID 43116
Buying_202_Cost 310
Buying_202_Conditions 3
Buying_202_Condition_0_Type Flag_Short
Buying_202_Condition_0_ID 24202
Buying_202_Condition_0_Value 550
Buying_202_Condition_0_Allow_Unset 
Buying_202_Condition_0_Logic Less_Than

Buying_202_Condition_1_Type Flag_Short
Buying_202_Condition_1_ID 24202
Buying_202_Condition_1_Value 500
Buying_202_Condition_1_Allow_Unset 
Buying_202_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_202_Condition_2_Type Quest
Buying_202_Condition_2_ID 24203
Buying_202_Condition_2_Status Completed
Buying_202_Condition_2_Logic Equal
Buying_202_Condition_2_Ignore_NPC True

Buying_202_Rewards 1
Buying_202_Reward_0_Type Flag_Short
Buying_202_Reward_0_ID 24202
Buying_202_Reward_0_Value 1
Buying_202_Reward_0_Modification Increment

Buying_203_ID 43116
Buying_203_Cost 311
Buying_203_Conditions 3
Buying_203_Condition_0_Type Flag_Short
Buying_203_Condition_0_ID 24202
Buying_203_Condition_0_Value 600
Buying_203_Condition_0_Allow_Unset 
Buying_203_Condition_0_Logic Less_Than

Buying_203_Condition_1_Type Flag_Short
Buying_203_Condition_1_ID 24202
Buying_203_Condition_1_Value 550
Buying_203_Condition_1_Allow_Unset 
Buying_203_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_203_Condition_2_Type Quest
Buying_203_Condition_2_ID 24203
Buying_203_Condition_2_Status Completed
Buying_203_Condition_2_Logic Equal
Buying_203_Condition_2_Ignore_NPC True

Buying_203_Rewards 1
Buying_203_Reward_0_Type Flag_Short
Buying_203_Reward_0_ID 24202
Buying_203_Reward_0_Value 1
Buying_203_Reward_0_Modification Increment

Buying_204_ID 43116
Buying_204_Cost 312
Buying_204_Conditions 3
Buying_204_Condition_0_Type Flag_Short
Buying_204_Condition_0_ID 24202
Buying_204_Condition_0_Value 650
Buying_204_Condition_0_Allow_Unset 
Buying_204_Condition_0_Logic Less_Than

Buying_204_Condition_1_Type Flag_Short
Buying_204_Condition_1_ID 24202
Buying_204_Condition_1_Value 600
Buying_204_Condition_1_Allow_Unset 
Buying_204_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_204_Condition_2_Type Quest
Buying_204_Condition_2_ID 24203
Buying_204_Condition_2_Status Completed
Buying_204_Condition_2_Logic Equal
Buying_204_Condition_2_Ignore_NPC True

Buying_204_Rewards 1
Buying_204_Reward_0_Type Flag_Short
Buying_204_Reward_0_ID 24202
Buying_204_Reward_0_Value 1
Buying_204_Reward_0_Modification Increment

Buying_205_ID 43116
Buying_205_Cost 313
Buying_205_Conditions 3
Buying_205_Condition_0_Type Flag_Short
Buying_205_Condition_0_ID 24202
Buying_205_Condition_0_Value 700
Buying_205_Condition_0_Allow_Unset 
Buying_205_Condition_0_Logic Less_Than

Buying_205_Condition_1_Type Flag_Short
Buying_205_Condition_1_ID 24202
Buying_205_Condition_1_Value 650
Buying_205_Condition_1_Allow_Unset 
Buying_205_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_205_Condition_2_Type Quest
Buying_205_Condition_2_ID 24203
Buying_205_Condition_2_Status Completed
Buying_205_Condition_2_Logic Equal
Buying_205_Condition_2_Ignore_NPC True

Buying_205_Rewards 1
Buying_205_Reward_0_Type Flag_Short
Buying_205_Reward_0_ID 24202
Buying_205_Reward_0_Value 1
Buying_205_Reward_0_Modification Increment

Buying_206_ID 43116
Buying_206_Cost 314
Buying_206_Conditions 3
Buying_206_Condition_0_Type Flag_Short
Buying_206_Condition_0_ID 24202
Buying_206_Condition_0_Value 750
Buying_206_Condition_0_Allow_Unset 
Buying_206_Condition_0_Logic Less_Than

Buying_206_Condition_1_Type Flag_Short
Buying_206_Condition_1_ID 24202
Buying_206_Condition_1_Value 700
Buying_206_Condition_1_Allow_Unset 
Buying_206_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_206_Condition_2_Type Quest
Buying_206_Condition_2_ID 24203
Buying_206_Condition_2_Status Completed
Buying_206_Condition_2_Logic Equal
Buying_206_Condition_2_Ignore_NPC True

Buying_206_Rewards 1
Buying_206_Reward_0_Type Flag_Short
Buying_206_Reward_0_ID 24202
Buying_206_Reward_0_Value 1
Buying_206_Reward_0_Modification Increment

Buying_207_ID 43116
Buying_207_Cost 315
Buying_207_Conditions 2
Buying_207_Condition_0_Type Flag_Short
Buying_207_Condition_0_ID 24202
Buying_207_Condition_0_Value 750
Buying_207_Condition_0_Allow_Unset 
Buying_207_Condition_0_Logic Greater_Than_Or_Equal_To

Buying_207_Condition_1_Type Quest
Buying_207_Condition_1_ID 24203
Buying_207_Condition_1_Status Completed
Buying_207_Condition_1_Logic Equal
Buying_207_Condition_1_Ignore_NPC True

Selling 3
Selling_0_ID 503
Selling_0_Cost 200
Selling_0_Rewards 1
Selling_0_Reward_0_Type Flag_Short
Selling_0_Reward_0_ID 24202
Selling_0_Reward_0_Value 1
Selling_0_Reward_0_Modification Increment

Selling_1_ID 1432
Selling_1_Cost 1000
Selling_1_Rewards 1
Selling_1_Reward_0_Type Flag_Short
Selling_1_Reward_0_ID 24202
Selling_1_Reward_0_Value 1
Selling_1_Reward_0_Modification Increment

Selling_2_ID 43101
Selling_2_Cost 1000
Selling_2_Conditions 1
Selling_2_Condition_0_Type Quest
Selling_2_Condition_0_ID 24203
Selling_2_Condition_0_Status Completed
Selling_2_Condition_0_Logic Equal
Selling_2_Condition_0_Ignore_NPC True

Selling_2_Rewards 1
Selling_2_Reward_0_Type Flag_Short
Selling_2_Reward_0_ID 24202
Selling_2_Reward_0_Value 1
Selling_2_Reward_0_Modification Increment

